employee_id,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,meetings_attended,collaboration_score,punctuality_score,training_hours_completed,work_engagement_score,peer_interaction_score,initiative_score,task_followup_score,speech_sentiment_score,speech_energy_level,speech_clarity_score,tone_consistency_score,speaking_speed,pause_frequency,pitch_variation,volume_stability_score,performance_rating
2212,33,4,3,92,35,8,4,7,12,4,6,14.5,3,5,6,7,0.2,6,5,6,113,6,6,7,Medium
2213,28,3,2,62,23,5,5,3,9,2,5,6.0,5,2,2,8,-0.42,3,3,1,113,10,1,3,Low
2214,52,8,4,94,44,10,4,7,18,7,8,14.9,8,10,7,8,0.49,8,8,9,148,1,7,8,High
2215,23,6,1,85,32,9,3,7,13,8,8,8.9,7,7,6,7,0.07,7,9,6,110,2,6,7,Medium
2216,29,5,4,69,37,7,6,3,8,7,8,18.1,4,9,7,7,0.69,4,7,3,111,3,5,7,Medium
2217,25,3,0,55,34,6,3,6,10,1,5,6.6,2,5,3,3,-0.48,5,6,3,89,8,5,6,Low
2218,50,6,3,57,34,6,6,7,12,6,6,11.1,6,4,9,7,-0.0,8,8,3,138,3,8,7,Medium
2219,33,5,3,70,47,7,7,7,9,6,6,10.6,9,6,8,8,0.34,6,5,5,92,8,5,9,Medium
2220,32,6,4,83,36,6,6,8,12,7,6,12.9,7,8,4,9,0.32,5,5,5,102,5,7,5,Medium
2221,39,9,3,97,32,10,8,7,19,9,9,16.6,8,7,10,8,0.79,9,6,6,147,1,5,8,High
2222,24,4,1,17,38,4,1,5,9,3,5,3.9,3,6,4,3,0.03,6,1,7,94,8,3,4,Low
2223,47,7,2,54,42,7,2,8,11,9,8,11.3,5,8,7,6,0.49,4,6,5,99,2,3,4,Medium
2224,45,8,3,90,47,8,8,9,14,10,5,13.4,8,9,9,7,0.6,7,9,8,178,2,7,7,High
2225,34,7,2,80,31,9,6,5,8,5,7,9.9,6,6,5,5,0.57,9,8,5,108,5,4,5,Medium
2226,40,5,2,75,28,5,7,8,12,5,5,9.0,6,7,5,7,0.44,6,6,7,109,6,7,9,Medium
2227,41,5,3,57,42,9,2,7,10,6,7,8.9,4,7,5,8,0.06,4,6,5,126,4,3,6,Medium
2228,31,6,3,100,43,6,7,8,7,6,7,11.7,8,7,9,6,0.24,4,7,7,107,6,3,3,Medium
2229,48,8,4,85,33,6,9,6,20,9,7,11.4,10,8,5,10,0.99,5,9,10,146,2,10,8,High
2230,38,7,3,60,40,8,6,5,12,6,4,13.2,7,6,3,7,0.06,4,6,7,134,6,6,6,Medium
2231,55,6,4,87,53,8,7,10,11,8,9,20.3,7,8,10,10,0.5,6,9,9,122,2,8,8,High
2232,39,8,2,91,42,7,5,7,14,9,7,13.2,8,8,10,7,0.74,9,2,6,137,2,7,5,Medium
2233,38,5,2,77,45,6,5,6,11,7,6,11.3,8,8,5,8,0.13,7,6,5,99,5,6,8,Medium
2234,25,4,1,90,32,6,4,4,5,5,5,6.7,1,2,6,10,-0.2,5,1,5,97,7,1,5,Low
2235,39,7,2,51,47,7,5,6,15,6,6,11.1,6,7,5,6,0.14,5,8,5,128,1,5,6,Medium
2236,43,6,3,73,44,6,7,6,18,4,4,16.0,10,6,9,5,0.36,8,6,6,115,0,3,8,Medium
2237,48,7,6,94,41,6,7,8,18,9,10,15.4,7,7,9,10,0.59,9,9,10,150,3,9,6,High
2238,33,5,1,79,29,5,7,5,14,6,5,14.8,7,8,8,6,0.57,5,4,6,128,2,6,5,Medium
2239,44,9,6,94,42,8,7,8,17,6,10,12.8,10,7,7,8,0.8,5,9,6,134,3,10,9,High
2240,29,4,0,61,39,2,5,2,9,4,5,9.2,5,6,6,6,-0.32,3,7,6,94,3,4,5,Low
2241,51,10,3,67,32,9,5,8,16,10,9,15.8,8,8,6,9,0.95,9,8,10,126,1,8,9,High
2242,46,8,6,65,47,7,8,9,18,8,7,10.2,10,7,7,8,0.84,7,8,9,137,2,10,10,High
2243,49,9,4,92,34,6,9,7,19,7,6,21.5,9,8,7,8,0.62,8,10,10,132,2,8,10,High
2244,50,8,3,95,44,7,7,8,19,7,10,16.0,10,8,7,8,0.92,10,7,7,128,2,9,9,High
2245,51,6,0,96,39,8,9,8,21,8,7,20.0,8,10,9,6,0.9,5,8,10,121,0,8,9,High
2246,36,7,2,58,49,6,5,7,14,6,7,9.7,6,5,8,8,0.21,5,6,10,88,5,3,6,Medium
2247,30,5,3,53,42,1,4,2,10,4,5,6.7,2,3,1,3,-0.37,3,7,4,80,5,5,4,Low
2248,33,3,0,71,28,3,2,5,7,6,7,6.0,4,4,2,2,-0.29,6,6,2,77,12,1,7,Low
2249,53,8,3,76,37,10,9,9,18,6,9,16.7,9,8,9,7,0.66,9,5,8,135,2,9,8,High
2250,39,7,2,80,39,6,4,6,7,5,9,7.4,7,5,4,6,0.17,6,4,4,123,4,8,6,Medium
2251,51,8,1,75,39,9,10,7,17,9,8,19.3,8,7,6,7,0.69,9,7,7,138,2,9,9,High
2252,51,5,2,83,32,7,6,7,12,5,10,13.8,7,7,7,10,0.12,10,5,5,112,4,5,8,Medium
2253,30,4,2,40,35,3,3,4,9,4,4,11.6,6,4,5,6,0.19,4,3,2,94,4,1,3,Low
2254,30,1,0,80,32,3,1,1,8,4,5,5.5,7,3,1,6,-0.46,5,4,1,78,5,7,4,Low
2255,39,7,3,69,43,8,5,7,14,7,7,17.1,4,9,8,5,0.09,4,5,7,118,6,9,6,Medium
2256,43,7,0,81,39,5,4,5,14,7,9,11.3,6,9,2,6,0.58,6,4,6,83,1,2,5,Medium
2257,40,5,2,76,39,8,8,7,11,6,9,12.4,5,5,4,6,0.06,8,8,4,113,3,7,7,Medium
2258,43,7,3,65,43,6,5,6,11,5,7,11.1,7,6,6,6,0.68,8,6,8,122,4,5,5,Medium
2259,25,5,0,24,35,7,5,3,8,6,4,6.9,5,6,4,6,-0.29,1,5,2,77,9,5,4,Low
2260,54,5,0,82,39,8,2,7,13,7,7,11.7,10,5,5,7,0.31,6,5,7,106,4,5,6,Medium
2261,32,5,4,71,40,9,6,9,17,8,7,11.3,5,7,7,5,0.91,7,8,5,99,4,4,7,Medium
2262,56,7,2,100,32,8,7,8,20,9,8,22.2,7,7,10,7,0.67,9,6,10,146,2,7,7,High
2263,39,6,2,72,35,7,6,7,16,7,5,15.2,6,8,5,6,0.52,6,6,9,131,4,6,5,Medium
2264,40,4,4,56,42,4,5,6,10,9,8,12.1,5,10,6,6,0.2,3,5,6,125,5,8,8,Medium
2265,26,4,0,37,39,5,5,5,9,5,4,6.1,6,4,4,5,-0.23,4,3,4,98,8,2,5,Low
2266,30,6,1,75,25,5,1,3,5,1,4,13.1,3,8,4,6,-0.21,5,3,4,88,7,7,7,Low
2267,38,8,2,56,48,5,7,4,14,5,8,9.4,6,8,7,7,0.46,5,5,6,101,6,4,6,Medium
2268,39,1,1,81,34,6,6,4,11,7,5,6.9,6,8,6,8,-0.0,4,6,9,102,3,6,5,Medium
2269,50,7,3,71,37,7,7,6,7,6,5,12.4,6,5,6,7,0.36,9,7,5,131,4,5,6,Medium
2270,45,5,1,59,42,6,2,7,14,5,4,11.0,8,5,5,6,-0.2,5,5,9,107,6,7,6,Medium
2271,43,8,2,75,43,5,3,4,15,10,6,9.4,7,9,8,7,-0.31,6,8,4,107,8,8,4,Medium
2272,39,9,3,68,43,8,8,8,23,7,8,17.6,10,8,9,8,0.98,8,10,9,130,2,8,7,High
2273,54,10,2,68,36,8,10,8,16,9,7,18.4,10,8,7,8,1.0,10,8,8,130,2,7,9,High
2274,21,1,1,84,34,4,2,3,6,7,5,7.2,4,4,6,3,0.02,3,2,3,88,11,2,6,Low
2275,32,5,0,72,35,6,7,6,9,10,6,13.5,7,8,4,8,0.2,6,9,8,119,2,8,7,Medium
2276,31,6,1,58,40,5,6,2,6,5,3,9.5,4,4,4,3,-0.33,6,3,1,107,8,6,3,Low
2277,38,7,4,64,49,6,4,9,9,3,6,9.0,6,8,4,4,-0.18,8,5,8,111,2,7,6,Medium
2278,40,10,6,87,52,8,10,9,18,10,10,14.8,10,9,7,9,0.5,7,10,8,132,4,6,10,High
2279,32,2,1,78,38,3,4,4,6,1,2,7.5,7,7,4,5,0.24,3,6,9,101,3,5,6,Low
2280,24,5,0,76,52,7,8,4,10,4,8,11.8,8,8,6,4,0.33,8,7,4,120,0,6,7,Medium
2281,27,8,3,59,35,6,6,5,14,5,6,14.2,7,7,4,6,-0.07,4,6,5,129,1,6,8,Medium
2282,33,9,2,93,39,9,9,10,21,8,10,13.0,8,9,6,9,0.7,8,8,6,157,2,8,9,High
2283,39,8,4,76,37,5,4,7,11,7,7,11.1,9,8,8,8,0.03,5,5,6,106,4,7,6,Medium
2284,28,5,1,50,40,4,2,5,7,2,5,9.4,5,5,5,3,-0.01,4,4,6,89,9,4,3,Low
2285,41,9,2,62,44,5,8,8,13,3,7,8.0,6,7,6,5,0.4,4,4,7,124,5,5,5,Medium
2286,26,4,1,71,35,6,5,5,11,6,7,8.7,7,6,5,4,-0.12,4,5,8,122,6,3,6,Medium
2287,36,4,0,60,41,5,4,3,5,5,3,12.9,3,3,4,3,0.06,6,1,2,87,0,6,2,Low
2288,30,5,5,89,43,8,5,8,14,6,8,12.2,6,7,8,8,-0.14,5,5,4,142,4,10,6,Medium
2289,35,2,2,66,31,4,4,6,6,2,6,10.6,2,8,3,5,-0.29,3,7,2,90,3,5,5,Low
2290,37,5,1,76,29,4,4,5,6,5,6,9.7,4,3,2,7,-0.07,6,5,6,70,4,3,5,Low
2291,41,7,4,75,37,8,6,7,17,6,8,12.2,6,7,3,7,0.19,6,4,8,139,4,3,4,Medium
2292,18,6,1,47,37,1,3,4,9,6,3,6.2,3,2,3,4,-0.39,3,4,4,74,9,4,7,Low
2293,41,5,1,56,28,9,5,9,13,7,6,15.4,9,9,5,4,0.17,6,10,9,119,5,7,8,Medium
2294,43,7,2,63,37,6,5,9,13,8,7,14.6,6,6,6,6,0.54,10,6,6,79,5,7,6,Medium
2295,50,9,4,90,41,10,7,10,22,8,9,15.2,10,8,5,8,0.87,7,6,9,126,1,4,9,High
2296,44,4,2,74,36,5,6,6,11,4,7,12.9,9,7,8,7,0.16,6,10,5,113,1,5,8,Medium
2297,28,5,2,61,35,7,2,2,9,6,6,16.7,5,6,1,4,0.14,2,1,3,79,6,3,5,Low
2298,36,5,1,92,40,2,3,5,11,8,7,6.9,4,7,3,5,-0.42,5,3,5,102,3,7,7,Low
2299,33,6,3,85,43,8,6,8,14,7,8,10.2,7,6,4,6,0.48,8,6,6,118,0,6,7,Medium
2300,55,7,3,100,37,8,9,10,15,7,8,19.2,9,10,7,8,0.49,7,5,8,150,0,8,9,High
2301,28,6,1,35,31,8,2,5,11,3,2,8.6,5,8,4,6,-0.49,4,2,3,84,12,5,6,Low
2302,53,10,4,72,33,9,8,9,17,9,9,15.4,9,8,7,6,0.68,6,9,10,141,3,8,7,High
2303,27,4,1,37,32,5,2,3,11,5,7,6.9,4,4,4,1,0.12,2,3,2,98,6,6,5,Low
2304,36,4,2,32,37,5,8,8,16,7,4,10.9,7,8,9,5,-0.02,7,8,8,121,2,8,6,Medium
2305,43,7,2,90,56,10,10,10,20,8,9,15.2,10,9,8,8,0.5,8,6,8,118,2,8,7,High
2306,52,9,4,92,38,10,10,10,15,9,10,17.2,9,9,6,8,0.53,6,6,9,161,0,8,8,High
2307,55,8,4,84,34,10,7,8,24,9,7,15.0,6,10,6,7,0.79,7,9,6,140,2,7,10,High
2308,48,10,2,85,42,10,9,10,20,8,8,14.9,10,5,10,10,0.98,8,9,9,130,1,9,10,High
2309,37,6,2,78,41,6,5,6,9,5,7,7.3,5,6,5,7,0.52,8,6,5,134,6,4,7,Medium
2310,65,10,3,81,39,10,9,10,22,9,8,18.8,7,9,8,9,0.52,7,8,10,148,2,7,10,High
2311,31,4,2,28,47,4,5,4,8,7,6,14.6,3,6,2,1,-0.22,1,5,8,76,5,6,4,Low
2312,51,8,4,68,37,9,7,8,12,9,8,16.4,8,7,9,8,0.46,10,8,6,144,3,9,8,High
2313,45,9,3,78,35,6,6,6,12,7,6,13.3,8,5,4,7,0.04,9,8,5,98,5,2,10,Medium
2314,52,10,0,89,45,8,9,9,17,8,9,21.3,7,8,7,8,0.66,7,8,10,130,2,8,7,High
2315,46,7,1,82,35,8,7,6,11,7,7,9.0,7,6,6,7,0.02,7,6,6,147,2,3,6,Medium
2316,55,5,2,81,36,6,5,8,11,6,6,9.6,7,8,3,5,0.49,9,6,7,138,7,5,6,Medium
2317,40,6,0,66,43,8,4,8,14,7,10,11.7,9,7,3,6,0.06,8,5,8,122,5,6,6,Medium
2318,59,9,1,89,35,9,8,10,15,9,10,17.0,9,8,7,10,0.86,6,7,5,173,2,9,9,High
2319,32,2,2,55,42,2,1,4,6,5,8,8.1,4,3,3,5,-0.23,3,8,1,89,9,4,5,Low
2320,33,5,0,52,37,2,3,3,6,5,4,3.9,5,7,6,5,-0.15,2,5,2,63,11,6,4,Low
2321,44,9,2,73,39,1,7,6,15,6,7,9.2,9,5,5,6,0.5,6,10,6,156,1,6,7,Medium
2322,33,4,2,81,32,5,5,3,10,3,5,11.0,5,8,1,5,0.09,3,2,4,89,1,4,7,Low
2323,42,8,2,85,40,10,6,8,18,7,9,14.7,8,7,8,10,0.76,10,9,7,156,1,9,7,High
2324,35,6,2,67,32,6,7,8,15,7,8,11.8,8,2,8,5,-0.09,7,6,2,98,4,4,6,Medium
2325,46,9,5,94,32,10,8,10,21,9,10,11.2,10,9,10,10,0.8,8,10,8,136,1,9,7,High
2326,42,6,2,73,41,6,4,9,15,5,4,9.7,8,5,2,5,-0.09,5,6,8,101,3,6,8,Medium
2327,38,3,1,42,34,7,3,3,3,8,5,3.3,4,2,2,3,0.62,5,5,6,74,7,5,3,Low
2328,38,8,3,96,37,7,8,10,12,9,9,18.9,9,7,8,10,0.63,9,10,7,118,5,7,7,High
2329,56,7,2,82,38,4,2,6,19,6,5,11.1,7,7,7,8,0.29,5,4,1,103,3,4,6,Medium
2330,42,6,2,82,38,7,5,5,9,10,7,15.7,8,6,5,7,0.15,7,7,8,96,4,7,5,Medium
2331,39,7,1,65,35,6,6,6,12,5,9,17.2,5,5,6,7,0.25,6,7,5,148,4,6,6,Medium
2332,57,7,3,77,36,10,9,8,20,8,8,14.4,9,8,9,8,0.71,9,7,5,125,2,5,8,High
2333,40,6,1,89,36,7,8,5,8,7,5,13.4,5,7,3,7,-0.07,7,6,7,120,0,3,7,Medium
2334,45,10,4,99,34,8,10,10,16,9,9,17.3,9,9,7,10,0.55,10,6,8,150,4,7,7,High
2335,54,9,2,86,49,9,8,8,17,7,8,14.5,10,8,10,8,0.71,7,8,8,144,4,10,8,High
2336,39,6,2,69,38,6,5,8,16,8,6,11.7,6,5,5,6,0.14,8,9,9,116,1,6,8,Medium
2337,37,5,0,57,35,1,2,5,10,4,4,10.5,9,3,4,3,-0.22,2,3,3,84,5,1,4,Low
2338,31,8,2,92,31,7,6,8,12,7,9,12.2,7,6,6,6,-0.24,7,8,6,120,7,6,5,Medium
2339,33,4,1,74,29,4,6,7,11,5,4,8.0,5,8,4,4,-0.01,7,7,5,76,6,5,6,Low
2340,24,5,0,42,35,4,2,5,9,7,4,4.9,3,2,5,5,-0.5,5,7,6,89,7,5,4,Low
2341,30,7,2,46,40,6,6,6,15,7,7,8.9,8,6,4,7,0.09,7,7,4,98,6,5,6,Medium
2342,40,6,2,61,44,7,6,5,12,5,7,13.8,6,8,4,5,-0.4,6,3,3,101,7,8,7,Medium
2343,59,9,2,81,37,7,9,8,19,10,9,22.7,9,8,8,8,0.79,8,10,8,135,0,9,9,High
2344,62,8,4,83,40,9,8,8,13,8,9,15.2,9,8,5,8,0.52,7,8,8,155,0,7,7,High
2345,56,8,4,87,48,7,8,7,21,6,8,16.1,10,9,5,10,0.86,9,7,5,133,5,7,10,High
2346,34,7,3,90,40,6,5,7,13,9,5,11.2,6,6,3,6,0.14,6,8,6,121,4,6,4,Medium
2347,35,6,1,80,41,5,6,6,11,4,9,10.4,8,7,5,5,0.42,5,3,6,105,4,7,4,Medium
2348,36,10,4,82,44,7,3,9,13,7,7,13.6,7,5,7,7,-0.05,5,6,4,120,5,6,7,Medium
2349,51,10,5,87,42,9,8,9,20,9,10,14.2,9,9,7,8,0.72,8,10,10,137,3,9,7,High
2350,27,8,0,48,45,7,3,5,12,6,6,7.7,2,1,1,5,0.02,2,5,5,60,7,3,5,Low
2351,45,8,4,100,38,10,6,8,19,10,8,16.8,9,9,8,9,0.9,10,8,8,132,1,7,8,High
2352,53,6,3,81,40,7,6,6,12,6,5,12.7,7,7,6,6,0.2,5,7,5,134,4,7,7,Medium
2353,39,7,4,75,44,7,3,6,20,6,9,14.2,9,6,7,4,0.25,8,5,3,126,6,5,4,Medium
2354,41,7,5,86,52,10,10,8,20,7,10,17.2,9,7,9,8,0.93,8,6,9,128,3,10,9,High
2355,38,4,3,42,38,9,5,8,18,6,7,7.9,7,9,6,7,0.31,4,5,5,112,0,4,8,Medium
2356,47,9,4,80,35,8,9,8,13,8,9,16.5,9,9,8,8,0.97,6,6,10,145,4,7,9,High
2357,50,10,0,87,38,7,6,10,21,5,7,15.1,6,7,9,8,0.54,6,9,8,145,4,9,8,High
2358,50,6,4,67,38,7,4,10,17,7,5,9.3,6,7,5,6,0.34,4,5,7,107,0,7,5,Medium
2359,45,5,2,59,46,10,6,5,11,8,6,13.1,7,5,6,6,-0.21,6,9,5,144,4,4,6,Medium
2360,34,6,2,88,47,7,5,8,11,6,8,8.6,7,5,7,6,0.35,7,7,7,123,2,4,6,Medium
2361,49,9,2,85,43,7,7,8,13,9,7,15.3,7,8,7,10,0.44,9,9,8,117,1,8,10,High
2362,38,5,2,69,43,6,5,5,10,7,3,6.7,7,6,4,5,0.65,6,4,9,115,4,9,8,Medium
2363,38,7,3,61,34,7,5,6,9,8,5,9.4,8,6,5,9,0.09,6,5,8,110,4,5,6,Medium
2364,38,7,2,75,39,4,6,6,15,7,8,10.8,5,5,7,6,0.4,6,5,8,120,4,7,5,Medium
2365,54,9,3,87,38,9,9,7,16,10,10,16.5,6,7,9,9,0.38,8,6,7,150,2,5,7,High
2366,18,6,2,67,29,4,4,4,11,7,1,10.6,2,4,5,4,0.13,2,5,5,85,3,4,7,Low
2367,56,6,3,78,40,7,6,10,18,7,8,18.2,8,9,8,8,0.8,9,7,9,144,0,9,9,High
2368,46,7,5,89,32,9,8,8,16,8,9,17.5,8,10,7,8,0.78,5,8,9,133,0,7,7,High
2369,31,3,1,72,33,3,3,6,9,1,2,8.7,7,4,4,4,-0.45,3,2,5,124,10,4,3,Low
2370,45,5,1,73,37,10,6,7,9,7,3,8.8,9,8,9,7,0.26,7,8,6,114,4,4,7,Medium
2371,46,10,2,81,29,9,8,10,17,10,8,21.4,8,8,8,9,0.81,8,7,10,121,2,6,10,High
2372,24,2,0,74,27,3,4,5,4,4,5,6.0,7,9,2,3,0.14,3,1,1,91,7,3,5,Low
2373,47,7,8,69,34,10,10,8,18,9,8,22.5,8,10,10,8,0.99,8,5,6,180,0,10,9,High
2374,36,6,0,64,37,8,6,5,14,8,9,12.0,6,8,3,5,-0.4,6,8,7,123,3,5,5,Medium
2375,45,4,3,65,45,6,6,8,11,8,6,10.5,7,6,7,8,0.34,8,6,4,141,5,6,7,Medium
2376,59,9,5,80,34,7,10,7,16,7,8,15.7,10,7,7,10,0.68,9,8,7,134,3,9,8,High
2377,41,7,1,63,42,5,6,8,9,10,7,13.6,5,5,7,6,0.63,8,5,6,119,4,9,6,Medium
2378,47,4,2,71,39,4,7,7,9,6,8,15.6,6,6,7,5,-0.16,5,5,8,120,0,5,7,Medium
2379,42,6,3,69,34,8,6,7,8,8,5,16.8,7,6,5,7,0.3,6,6,8,117,4,7,7,Medium
2380,29,4,2,80,32,3,4,10,8,6,8,12.1,6,7,4,6,-0.09,4,5,5,90,4,4,9,Medium
2381,26,5,1,41,34,5,1,5,6,6,1,5.4,7,4,5,7,0.15,2,6,3,76,8,7,2,Low
2382,43,6,2,84,42,9,5,8,7,7,8,9.4,5,6,8,7,0.56,5,5,6,115,2,8,7,Medium
2383,61,9,4,100,46,10,7,9,15,10,9,17.7,8,8,7,7,0.58,9,8,7,146,1,9,8,High
2384,41,6,2,66,38,6,4,5,11,6,6,18.0,5,10,10,5,0.61,5,6,8,92,6,7,6,Medium
2385,40,7,3,70,43,6,6,9,10,8,6,13.5,6,5,7,5,0.1,5,4,7,147,5,5,7,Medium
2386,44,8,2,67,29,9,4,5,11,8,7,9.6,9,9,6,7,0.32,5,5,4,122,1,7,8,Medium
2387,48,8,2,86,46,10,8,10,19,9,8,17.1,8,10,8,7,0.88,6,8,10,128,1,10,8,High
2388,27,4,0,37,42,8,2,4,6,4,2,10.8,4,4,4,5,0.04,4,3,4,60,6,8,7,Low
2389,52,7,5,100,36,8,8,7,21,9,10,16.0,8,10,8,6,0.61,10,8,8,122,1,9,8,High
2390,30,6,4,77,46,4,5,4,14,5,7,15.9,8,7,7,5,0.09,6,7,9,105,3,5,8,Medium
2391,34,7,1,92,50,7,3,7,13,9,7,11.9,9,5,5,7,0.08,6,10,6,111,5,4,6,Medium
2392,19,2,2,61,49,3,5,3,5,4,4,9.2,7,6,5,5,-0.41,1,3,4,89,13,5,6,Low
2393,29,4,1,63,33,6,5,3,12,7,6,9.7,3,5,6,5,-0.23,1,5,1,107,7,7,5,Low
2394,33,10,2,77,44,7,6,7,13,7,6,9.8,8,6,6,4,0.63,6,7,6,99,3,9,7,Medium
2395,38,8,1,33,43,7,5,7,10,6,5,14.6,4,7,6,7,0.34,6,9,8,120,5,5,7,Medium
2396,44,7,3,99,36,9,9,9,20,9,10,25.0,9,9,8,8,1.0,7,5,10,131,2,10,8,High
2397,52,3,1,71,41,8,4,7,10,6,7,12.6,6,5,7,5,0.24,2,6,8,120,4,7,5,Medium
2398,26,4,3,61,34,5,4,9,11,9,8,8.9,8,4,3,7,0.43,6,7,5,125,5,5,9,Medium
2399,36,6,0,52,40,8,7,6,7,5,3,12.6,8,6,6,7,0.17,7,6,2,129,2,3,6,Medium
2400,50,9,2,97,40,8,7,10,21,10,9,17.3,8,9,8,7,0.84,10,8,10,117,3,9,9,High
2401,23,4,2,51,50,9,5,8,5,1,1,7.5,7,2,1,4,0.22,5,6,5,95,7,1,3,Low
2402,32,5,1,57,36,3,3,4,9,4,8,11.3,5,4,2,7,-0.17,3,5,2,86,9,2,4,Low
2403,32,3,2,66,35,6,4,5,3,4,5,9.0,3,3,5,5,0.12,6,2,3,93,3,1,6,Low
2404,44,10,1,94,38,8,6,8,14,7,7,15.5,8,10,8,9,0.99,10,7,7,180,0,9,9,High
2405,44,6,3,64,43,7,7,8,10,5,5,14.4,7,5,7,6,0.87,7,5,7,135,6,8,8,Medium
2406,16,7,0,48,47,6,5,6,7,7,5,9.0,4,5,5,7,0.24,6,8,7,130,7,6,7,Medium
2407,62,10,4,78,42,9,7,9,18,9,7,13.7,10,9,9,7,0.66,10,7,7,151,2,7,9,High
2408,54,10,4,94,48,10,7,8,13,10,9,17.7,6,8,8,9,1.0,5,8,8,157,1,7,6,High
2409,31,7,3,73,41,5,6,6,12,7,7,11.9,7,5,7,5,0.34,5,4,9,102,5,5,5,Medium
2410,42,8,6,91,49,8,10,8,15,10,8,14.2,9,10,10,7,0.45,9,9,5,166,1,9,8,High
2411,44,7,3,69,41,5,5,10,10,8,4,13.2,9,4,7,4,0.18,3,2,4,121,2,4,10,Medium
2412,28,5,2,73,47,4,4,2,3,5,6,7.8,8,2,5,3,0.09,3,7,5,60,6,7,5,Low
2413,36,6,2,63,38,8,4,6,13,5,6,15.7,8,9,5,8,0.39,6,3,4,120,1,7,5,Medium
2414,29,4,1,21,36,1,1,5,10,6,5,10.5,4,2,4,4,-0.13,2,5,3,96,7,2,4,Low
2415,54,5,1,61,38,7,6,4,13,3,4,12.3,7,6,5,6,0.36,9,7,7,124,3,3,10,Medium
2416,57,10,2,87,47,10,6,10,18,9,7,19.0,8,10,6,8,0.73,8,8,7,129,1,8,7,High
2417,37,3,1,51,29,4,3,5,11,5,4,8.4,5,8,3,3,0.06,1,5,6,107,7,6,3,Low
2418,33,1,0,59,29,5,5,7,7,3,3,6.3,6,5,2,5,-0.12,2,3,8,60,9,4,7,Low
2419,37,5,1,69,38,3,5,6,14,6,7,16.2,6,7,6,9,-0.22,7,5,7,126,3,8,5,Medium
2420,61,10,3,100,38,8,9,9,17,9,8,18.2,8,9,8,10,0.86,10,6,6,134,2,10,7,High
2421,51,8,2,65,44,8,4,7,10,5,7,10.6,5,10,7,7,-0.09,5,6,5,126,2,7,6,Medium
2422,47,8,2,81,41,9,5,8,14,7,8,10.3,4,7,5,5,0.42,6,7,6,120,1,7,6,Medium
2423,32,3,3,43,34,5,3,6,14,4,3,9.3,5,4,3,1,-0.2,4,5,2,100,9,8,4,Low
2424,36,5,2,58,20,6,5,8,7,4,7,3.8,3,6,7,3,-0.48,7,5,3,97,2,3,5,Low
2425,50,8,5,89,41,8,9,8,19,9,7,19.4,9,9,10,9,0.62,10,6,7,120,3,8,7,High
2426,51,9,4,81,41,8,8,9,14,9,8,10.6,9,9,9,7,0.84,7,10,8,136,1,7,8,High
2427,14,4,1,27,33,8,3,6,8,2,8,2.0,6,3,5,3,-0.19,5,4,5,101,8,1,4,Low
2428,48,8,1,57,44,8,8,10,15,8,7,19.3,9,6,10,10,0.6,8,8,9,124,2,8,8,High
2429,39,7,0,96,39,7,7,10,14,5,9,13.5,5,5,6,7,0.65,5,7,6,89,3,6,7,Medium
2430,44,8,5,80,47,8,10,8,13,8,7,13.3,9,8,8,8,0.77,9,8,8,151,3,7,8,High
2431,30,6,4,72,41,7,3,8,10,6,6,13.8,7,7,4,6,0.18,10,4,5,112,6,4,7,Medium
2432,35,7,0,32,38,9,8,7,12,6,8,11.9,9,5,7,6,0.57,8,6,6,120,5,6,3,Medium
2433,46,6,3,61,40,6,7,6,12,5,7,17.3,8,6,4,7,0.11,9,4,6,125,5,7,8,Medium
2434,32,7,2,56,36,7,6,8,13,4,8,13.3,7,4,6,5,-0.17,7,8,5,108,5,8,6,Medium
2435,25,4,0,77,33,6,3,8,12,7,5,10.5,9,6,4,5,-0.14,1,5,3,99,9,2,1,Low
2436,35,2,2,77,40,3,3,6,9,2,8,6.9,5,6,4,4,-0.05,4,6,7,60,7,2,7,Low
2437,30,5,3,100,34,5,7,6,16,6,6,12.3,7,7,8,7,0.46,5,6,5,96,1,5,6,Medium
2438,50,7,3,92,47,10,6,8,18,8,9,16.8,9,7,6,7,0.86,9,8,9,136,1,8,9,High
2439,26,6,2,74,45,6,6,7,12,9,6,16.9,7,8,4,4,0.16,9,8,8,100,3,8,5,Medium
2440,28,6,3,75,46,10,6,10,14,7,7,11.4,4,8,8,7,0.05,6,2,7,122,3,5,8,Medium
2441,43,8,4,91,43,10,9,7,14,9,9,20.9,8,8,7,9,1.0,8,7,9,145,3,6,9,High
2442,39,6,1,65,26,5,3,5,6,5,5,8.2,1,4,3,6,0.08,5,5,5,95,7,1,3,Low
2443,43,6,2,48,43,5,4,6,12,5,6,7.0,4,6,6,6,0.34,5,6,7,132,5,6,7,Medium
2444,51,7,4,75,36,8,3,9,14,6,8,12.5,6,6,5,6,0.39,7,8,3,120,4,5,7,Medium
2445,56,9,4,100,36,9,8,9,19,8,9,16.1,8,8,9,8,0.76,6,6,7,151,5,6,8,High
2446,28,4,2,54,32,7,4,4,6,5,3,7.5,5,3,2,2,-0.02,2,5,4,78,9,5,6,Low
2447,46,10,3,75,40,8,3,9,11,5,5,7.2,7,6,5,8,0.31,4,6,5,89,4,8,2,Medium
